Date,Price,Open,High,Low,Change %,et_Import,et_Export,Eth_Imp_Exp_Blnc,GDB,Debt,PST
"Mar 11, 2019",28.6449,28.6679,28.7983,28.5830,-0.03%,44.7,42.4,-2.3,95.91,57,-1.28
"Mar 08, 2019",28.6545,28.6425,28.7829,28.6425,0.14%,44.7,42.4,-2.3,95.91,57,-1.28
"Mar 07, 2019",28.6131,28.6410,28.7114,28.3291,-0.08%,44.7,42.4,-2.3,95.91,57,-1.28
"Mar 06, 2019",28.6362,28.6591,28.7596,28.3634,0.13%,44.7,42.4,-2.3,95.91,57,-1.28
"Mar 05, 2019",28.6000,28.6795,28.8200,28.4019,-0.04%,44.7,42.4,-2.3,95.91,57,-1.28
"Mar 04, 2019",28.6102,28.6780,28.6780,28.2856,0.12%,44.7,42.4,-2.3,95.91,57,-1.28
"Mar 01, 2019",28.5750,28.6645,28.6950,28.5050,-0.03%,44.7,42.4,-2.3,95.91,57,-1.28
"Feb 28, 2019",28.5850,28.6677,28.7750,28.5350,-0.05%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 27, 2019",28.6000,28.5627,28.6500,28.4700,-0.14%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 26, 2019",28.6415,28.6441,28.8082,28.5082,0.22%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 25, 2019",28.5800,28.6523,28.8200,28.5300,-0.03%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 22, 2019",28.5900,28.6355,28.7600,28.5900,-0.03%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 21, 2019",28.6000,28.6455,28.8100,28.6000,0.07%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 20, 2019",28.5800,28.6387,28.8000,28.5800,-0.07%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 19, 2019",28.6000,28.6251,28.8200,28.5800,0.63%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 18, 2019",28.4200,28.4084,28.4200,28.2700,-0.63%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 15, 2019",28.6000,28.4084,28.6100,28.3400,0.11%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 14, 2019",28.5700,28.6134,28.7700,28.5700,-0.17%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 13, 2019",28.6181,28.5575,28.7163,28.5464,0.08%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 12, 2019",28.5957,28.5813,28.7100,28.5700,-0.20%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 11, 2019",28.6529,28.5709,28.7664,28.5499,0.31%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 08, 2019",28.5650,28.5627,28.7450,28.5350,0.05%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 07, 2019",28.5500,28.5677,28.6100,28.5400,0.00%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 06, 2019",28.5500,28.5574,28.7100,28.3400,0.71%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 05, 2019",28.3484,28.3484,28.4144,28.0073,0.62%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 04, 2019",28.1736,28.5268,28.5268,28.1736,-1.17%,73.7,27.0,-46.7,95.91,57,-1.28
"Feb 01, 2019",28.5071,28.3971,28.5739,28.1959,-0.21%,73.7,27.0,-46.7,95.91,57,-1.28
"Jan 31, 2019",28.5676,28.5175,28.6542,28.2403,-0.02%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 30, 2019",28.5739,28.5064,28.6304,28.3605,-0.13%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 29, 2019",28.6120,28.6954,28.7253,28.3754,0.26%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 28, 2019",28.5373,28.3623,28.5657,28.1856,-0.02%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 25, 2019",28.5442,28.4758,28.6291,28.4758,-0.08%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 24, 2019",28.5674,28.4933,28.6740,28.4340,0.05%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 23, 2019",28.5528,28.4780,28.6859,28.4579,-0.04%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 22, 2019",28.5647,28.4450,28.5929,28.4429,1.00%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 21, 2019",28.2828,28.2608,28.3007,28.2608,-0.66%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 18, 2019",28.4700,28.3401,28.5500,28.3000,0.07%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 17, 2019",28.4500,28.3101,28.4500,28.1500,-0.50%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 16, 2019",28.5930,28.4395,28.6213,28.1955,-0.03%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 15, 2019",28.6022,28.4369,28.6687,28.4369,0.27%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 14, 2019",28.5240,28.3854,28.6373,28.3854,0.08%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 11, 2019",28.5005,28.2306,28.5288,27.9589,1.48%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 10, 2019",28.0845,28.3641,28.3641,28.0524,-0.78%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 09, 2019",28.3043,28.4041,28.4041,28.3043,-0.93%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 08, 2019",28.5699,28.3999,28.6482,28.2802,0.80%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 07, 2019",28.3422,28.4099,28.5982,28.2024,-0.40%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 04, 2019",28.4555,28.2682,28.5139,28.0680,0.08%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 03, 2019",28.4337,28.2707,28.5186,28.2605,-0.02%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 02, 2019",28.4398,28.3051,28.5528,28.1628,0.95%,35.1,42.3,7.2,95.91,57,-1.28
"Jan 01, 2019",28.1724,28.1724,28.1724,28.1724,-0.10%,35.1,42.3,7.2,95.91,57,-1.28
"Dec 31, 2018",28.2017,28.3059,28.3135,28.2017,-0.63%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 28, 2018",28.3800,28.1946,28.3800,27.9864,0.11%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 27, 2018",28.3500,28.3671,28.6200,28.3466,-0.03%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 26, 2018",28.3598,28.3460,28.5641,28.1983,0.77%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 25, 2018",28.1419,28.1193,28.1419,28.1193,-0.98%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 24, 2018",28.4200,28.2575,28.4683,28.2575,0.10%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 21, 2018",28.3910,28.2584,28.4191,28.1334,0.22%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 20, 2018",28.3281,28.2939,28.4123,28.2456,-0.01%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 19, 2018",28.3300,28.1400,28.3300,28.0842,1.51%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 18, 2018",27.9094,28.2144,28.2446,27.8129,-0.85%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 17, 2018",28.1500,28.1415,28.2100,27.9837,-0.07%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 14, 2018",28.1700,28.2154,28.2639,28.1281,-0.10%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 13, 2018",28.1994,28.0954,28.2754,28.0954,-0.15%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 12, 2018",28.2410,28.1489,28.2990,28.0307,0.19%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 11, 2018",28.1880,28.0940,28.2440,27.9785,0.06%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 10, 2018",28.1700,27.9600,28.2600,27.9400,0.00%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 07, 2018",28.1700,28.0000,28.1900,27.9822,0.00%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 06, 2018",28.1700,28.0939,28.1700,28.0147,-0.06%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 05, 2018",28.1867,28.2307,28.3544,28.1607,0.50%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 04, 2018",28.0463,28.0388,28.0463,27.9905,0.03%,244.5,33.0,-211.5,84.27,60,-1.27
"Dec 03, 2018",28.0388,28.0313,28.0388,27.9895,0.03%,244.5,33.0,-211.5,84.27,60,-1.27
"Nov 30, 2018",28.0313,28.0243,28.0313,27.8500,0.02%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 29, 2018",28.0243,28.0173,28.0243,27.9964,0.02%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 28, 2018",28.0173,28.0104,28.0173,27.9894,0.04%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 27, 2018",28.0069,27.9999,28.0069,27.8690,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 26, 2018",28.0034,27.9964,28.0034,27.8725,0.25%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 23, 2018",27.9325,27.9256,27.9325,27.8086,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 22, 2018",27.9291,27.9220,27.9291,27.8120,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 21, 2018",27.9256,27.9186,27.9256,27.8156,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 20, 2018",27.9221,27.9221,27.9221,27.8190,0.00%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 19, 2018",27.9221,27.9151,27.9221,27.7965,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 16, 2018",27.9186,27.9117,27.9186,27.8225,0.02%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 15, 2018",27.9117,27.9047,27.9117,27.8000,0.03%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 14, 2018",27.9047,27.8978,27.9047,27.8000,-0.15%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 13, 2018",27.9478,27.9408,27.9478,27.8500,0.09%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 12, 2018",27.9234,27.9165,27.9234,27.8551,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 09, 2018",27.9200,27.9130,27.9200,27.8462,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 08, 2018",27.9165,27.9025,27.9165,27.8396,0.03%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 07, 2018",27.9095,27.9095,27.9095,27.8566,0.00%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 06, 2018",27.9095,27.9027,27.9095,27.8566,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 05, 2018",27.9061,27.8992,27.9061,27.8500,0.02%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 02, 2018",27.8992,27.8922,27.8992,27.8715,0.05%,226.9,31.5,-195.4,84.27,60,-1.27
"Nov 01, 2018",27.8855,27.8787,27.8855,27.8434,0.01%,226.9,31.5,-195.4,84.27,60,-1.27
"Oct 31, 2018",27.8821,27.8757,27.8821,27.8693,0.01%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 30, 2018",27.8789,27.8725,27.8789,27.8407,0.05%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 29, 2018",27.8662,27.8599,27.8662,27.7898,0.01%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 26, 2018",27.8630,27.8566,27.8630,27.7929,0.01%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 25, 2018",27.8598,27.8534,27.8598,27.7961,0.02%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 24, 2018",27.8534,27.8469,27.8534,27.7961,0.05%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 23, 2018",27.8406,27.8344,27.8406,27.5249,0.01%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 22, 2018",27.8375,27.7929,27.8375,27.5280,0.01%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 19, 2018",27.8343,27.7961,27.8343,27.7961,0.05%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 18, 2018",27.8216,27.7961,27.8216,27.7453,-0.26%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 17, 2018",27.8934,27.9147,28.0694,27.6306,0.29%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 16, 2018",27.8120,27.8057,27.8120,27.7843,0.01%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 15, 2018",27.8089,27.7961,27.8300,27.3989,0.03%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 12, 2018",27.7993,27.7929,27.7993,27.5023,0.01%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 11, 2018",27.7961,27.7898,27.7961,27.5312,0.02%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 10, 2018",27.7898,27.7834,27.7898,27.7771,0.03%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 09, 2018",27.7802,27.7739,27.9269,27.5281,0.01%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 08, 2018",27.7771,27.7644,27.7771,27.7644,0.02%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 05, 2018",27.7707,27.7517,27.7707,27.7517,-1.12%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 04, 2018",28.0865,27.9122,28.1143,27.8996,1.21%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 03, 2018",27.7516,27.7390,27.7516,27.7390,0.02%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 02, 2018",27.7453,27.7453,27.7453,27.7389,0.00%,40.8,47.5,6.7,84.27,60,-1.27
"Oct 01, 2018",27.7453,27.7389,27.7453,27.5312,0.06%,40.8,47.5,6.7,84.27,60,-1.27
"Sep 28, 2018",27.7274,27.7217,27.9485,27.5196,0.31%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 27, 2018",27.6417,27.8437,27.8437,27.6417,-0.30%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 26, 2018",27.7245,27.7187,27.7245,27.6795,0.01%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 25, 2018",27.7216,27.7158,27.7216,27.6940,0.01%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 24, 2018",27.7187,27.7129,27.7187,27.6853,0.01%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 21, 2018",27.7158,27.7099,27.7158,27.6882,0.02%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 20, 2018",27.7099,27.7042,27.7099,27.6500,0.04%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 19, 2018",27.6985,27.6928,27.6985,27.6543,0.01%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 18, 2018",27.6956,27.6898,27.6956,27.6471,0.01%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 17, 2018",27.6927,27.6869,27.6927,27.6500,0.02%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 14, 2018",27.6869,27.6811,27.8300,27.6594,0.03%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 13, 2018",27.6782,27.6378,27.6782,27.6378,-0.17%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 12, 2018",27.7248,27.7177,27.7523,27.5871,-0.23%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 11, 2018",27.7900,27.8195,27.8195,27.7096,0.44%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 10, 2018",27.6695,27.6407,27.6695,27.6407,0.03%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 07, 2018",27.6608,27.6549,27.6608,27.6334,0.01%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 06, 2018",27.6579,27.6522,27.6579,27.5055,0.02%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 05, 2018",27.6522,27.6464,27.6522,27.5055,0.03%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 04, 2018",27.6436,27.6379,27.6436,27.5026,0.01%,65.5,35.3,-30.2,84.27,60,-1.27
"Sep 03, 2018",27.6407,27.6349,27.6407,27.5055,0.03%,65.5,35.3,-30.2,84.27,60,-1.27
"Aug 31, 2018",27.6323,27.6271,27.6323,27.5029,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 30, 2018",27.6297,27.6245,27.6297,27.6022,0.02%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 29, 2018",27.6245,27.6192,27.6245,27.5970,0.03%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 28, 2018",27.6166,27.6116,27.6166,27.5074,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 27, 2018",27.6141,27.6088,27.6141,27.5866,0.06%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 24, 2018",27.5983,27.5932,27.5983,27.4995,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 23, 2018",27.5957,27.5906,27.5957,27.4921,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 22, 2018",27.5932,27.5879,27.5932,27.4947,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 21, 2018",27.5906,27.5906,27.5906,27.4974,0.00%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 20, 2018",27.5906,27.5852,27.5906,27.4774,-0.47%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 17, 2018",27.7201,27.7696,27.8869,27.7201,0.50%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 16, 2018",27.5827,27.5775,27.5827,27.5000,0.02%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 15, 2018",27.5775,27.5723,27.5775,27.5100,0.02%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 14, 2018",27.5723,27.5671,27.5723,27.5000,0.02%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 13, 2018",27.5671,27.5619,27.5671,27.5000,0.09%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 10, 2018",27.5419,27.5367,27.5419,27.4900,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 09, 2018",27.5384,27.5331,27.5384,27.4816,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 08, 2018",27.5358,27.5306,27.5358,27.4842,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 07, 2018",27.5331,27.5280,27.5331,27.4869,0.02%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 06, 2018",27.5285,27.5233,27.5285,27.4683,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 03, 2018",27.5259,27.5207,27.5259,27.4900,0.02%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 02, 2018",27.5204,27.5151,27.5204,27.4897,0.02%,364.7,48.9,-315.8,84.27,60,-1.27
"Aug 01, 2018",27.5158,27.5105,27.5158,27.4902,0.01%,364.7,48.9,-315.8,84.27,60,-1.27
"Jul 31, 2018",27.5131,27.5082,27.5131,27.4428,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 30, 2018",27.5106,27.5057,27.5106,27.4454,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 27, 2018",27.5080,27.5031,27.5080,27.4757,-0.23%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 26, 2018",27.5727,27.5678,27.5727,27.5453,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 25, 2018",27.5703,27.5653,27.5703,27.5429,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 24, 2018",27.5678,27.5629,27.5678,27.5132,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 23, 2018",27.5653,27.5604,27.5653,27.5556,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 20, 2018",27.5629,27.5580,27.5629,27.5271,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 19, 2018",27.5604,27.5555,27.5604,27.5296,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 18, 2018",27.5580,27.5531,27.5580,27.5285,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 17, 2018",27.5556,27.5506,27.5556,27.5358,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 16, 2018",27.5530,27.5384,27.5530,27.5384,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 13, 2018",27.5506,27.5457,27.5506,27.5233,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 12, 2018",27.5481,27.5384,27.5481,27.5062,0.02%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 11, 2018",27.5433,27.5433,27.5481,27.4812,0.00%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 10, 2018",27.5433,27.5384,27.5433,27.4838,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 09, 2018",27.5408,27.5358,27.5408,27.5135,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 06, 2018",27.5383,27.5334,27.5383,27.5110,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 05, 2018",27.5358,27.5310,27.5358,27.5085,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 04, 2018",27.5334,27.5285,27.5334,27.5235,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 03, 2018",27.5310,27.5260,27.5310,27.4764,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jul 02, 2018",27.5284,27.5236,27.5284,27.5220,0.01%,59.2,42.6,-16.6,84.27,60,-1.27
"Jun 29, 2018",27.5261,27.5253,27.5261,27.4988,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 28, 2018",27.5257,27.5252,27.5257,27.5247,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 27, 2018",27.5254,27.5250,27.5254,27.5227,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 26, 2018",27.5252,27.5246,27.5252,27.5230,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 25, 2018",27.5249,27.5233,27.5249,27.5233,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 22, 2018",27.5247,27.5240,27.5247,27.5230,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 21, 2018",27.5243,27.5238,27.5243,27.4971,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 20, 2018",27.5241,27.5235,27.5241,27.4968,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 19, 2018",27.5238,27.5233,27.5238,27.4965,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 18, 2018",27.5236,27.5230,27.5236,27.5164,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 15, 2018",27.5233,27.5233,27.5233,27.4960,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 14, 2018",27.5233,27.5228,27.5233,27.4960,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 13, 2018",27.5231,27.5224,27.5231,27.5014,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 12, 2018",27.5227,27.5221,27.5227,27.5210,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 11, 2018",27.5224,27.5214,27.5224,27.4776,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 08, 2018",27.5222,27.5216,27.5222,27.4936,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 07, 2018",27.5219,27.5212,27.5219,27.4924,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 06, 2018",27.5216,27.5207,27.5216,27.5201,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 05, 2018",27.5211,27.5205,27.5211,27.4688,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 04, 2018",27.5208,27.5208,27.6892,27.4692,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"Jun 01, 2018",27.5208,27.5203,27.5208,27.4692,0.00%,158.6,45.9,-112.7,84.27,60,-1.27
"May 31, 2018",27.5206,27.5203,27.5206,27.4694,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 30, 2018",27.5204,27.5201,27.5204,27.4696,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 29, 2018",27.5203,27.5201,27.5203,27.4698,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 28, 2018",27.5202,27.5202,27.5202,27.5202,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 25, 2018",27.5202,27.5200,27.5202,27.4699,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 24, 2018",27.5201,27.5196,27.5201,27.4700,0.06%,18.9,50.8,31.9,84.27,60,-1.27
"May 23, 2018",27.5023,27.5566,27.6571,27.5023,-0.06%,18.9,50.8,31.9,84.27,60,-1.27
"May 22, 2018",27.5197,27.5194,27.5203,27.4199,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 21, 2018",27.5196,27.5084,27.5406,27.4704,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 18, 2018",27.5194,27.5191,27.5407,27.4922,-0.03%,18.9,50.8,31.9,84.27,60,-1.27
"May 17, 2018",27.5286,27.5126,27.5286,27.4916,0.03%,18.9,50.8,31.9,84.27,60,-1.27
"May 16, 2018",27.5192,27.5088,27.5192,27.4903,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 15, 2018",27.5191,27.5089,27.5649,27.4709,0.09%,18.9,50.8,31.9,84.27,60,-1.27
"May 14, 2018",27.4941,27.5878,27.6303,27.4941,-0.09%,18.9,50.8,31.9,84.27,60,-1.27
"May 11, 2018",27.5188,27.5186,27.5188,27.4713,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 10, 2018",27.5187,27.5182,27.5187,27.5094,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 09, 2018",27.5185,27.5182,27.5185,27.4911,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 08, 2018",27.5184,27.5181,27.5184,27.4912,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 07, 2018",27.5182,27.5179,27.5182,27.4718,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 04, 2018",27.5181,27.5178,27.5181,27.4903,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 03, 2018",27.5179,27.5176,27.5654,27.4720,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 02, 2018",27.5178,27.5176,27.5178,27.4632,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"May 01, 2018",27.5177,27.5177,27.5177,27.4630,0.00%,18.9,50.8,31.9,84.27,60,-1.27
"Apr 30, 2018",27.5177,27.5174,27.5177,27.4723,0.00%,62.5,36.8,-25.7,84.27,60,-1.27
"Apr 27, 2018",27.5175,27.5173,27.5175,27.4724,0.35%,62.5,36.8,-25.7,84.27,60,-1.27
"Apr 26, 2018",27.4215,27.4214,27.4215,27.3768,0.00%,62.5,36.8,-25.7,84.27,60,-1.27
"Apr 25, 2018",27.4215,27.4212,27.4215,27.3769,0.00%,62.5,36.8,-25.7,84.27,60,-1.27
"Apr 24, 2018",27.4213,27.4211,27.4213,27.3970,0.00%,62.5,36.8,-25.7,84.27,60,-1.27
"Apr 23, 2018",27.4212,27.4208,27.4212,27.3940,0.00%,62.5,36.8,-25.7,84.27,60,-1.27
"Apr 20, 2018",27.4210,27.4208,27.4210,27.3773,0.00%,62.5,36.8,-25.7,84.27,60,-1.27
"Apr 19, 2018",27.4209,27.4206,27.4209,27.3774,0.00%,62.5,36.8,-25.7,84.27,60,-1.27
