Date,Price,Open,High,Low,Change %,et_Import,et_Export,Eth_Imp_Exp_Blnc,GDB,Debt,PST
"Apr 05, 2016",21.6050,21.3580,21.6100,21.2650,0.02%,55.1,19.2,-35.9,74.3,34.9,-1.62
"Apr 04, 2016",21.6000,21.3580,21.6050,21.3000,0.02%,55.1,19.2,-35.9,74.3,34.9,-1.62
"Apr 01, 2016",21.5964,21.3580,21.6159,21.2650,0.05%,55.1,19.2,-35.9,74.3,34.9,-1.62
"Mar 31, 2016",21.5854,21.3600,21.6118,21.2650,-0.03%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 30, 2016",21.5915,21.3470,21.6159,21.2535,0.32%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 29, 2016",21.5226,21.3470,21.5700,21.2287,-0.21%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 28, 2016",21.5687,21.3410,21.6371,21.2050,0.06%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 25, 2016",21.5550,21.3300,21.5600,21.2365,-0.10%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 24, 2016",21.5759,21.3300,21.5855,21.2153,0.15%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 23, 2016",21.5427,21.2380,21.6439,21.1440,0.43%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 22, 2016",21.4500,21.2380,21.5700,21.1400,0.06%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 21, 2016",21.4365,21.2380,21.4800,21.1228,-0.14%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 18, 2016",21.4666,21.2380,21.5558,21.0789,0.12%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 17, 2016",21.4405,21.2380,21.4550,21.0789,0.03%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 16, 2016",21.4350,21.2380,21.4380,21.1100,0.16%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 15, 2016",21.4000,21.2380,21.5380,21.1000,-0.33%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 14, 2016",21.4715,21.2380,21.4810,21.1000,0.47%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 11, 2016",21.3720,21.2380,21.4497,21.1440,-0.51%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 10, 2016",21.4810,21.2380,21.5500,21.0500,0.82%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 09, 2016",21.3073,21.2380,21.4380,21.0956,-1.31%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 08, 2016",21.5904,21.2380,21.6000,21.1440,0.42%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 07, 2016",21.5010,21.2380,21.5200,21.0000,0.28%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 04, 2016",21.4405,21.2380,21.4997,21.1440,-0.09%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 03, 2016",21.4600,21.2380,21.4705,21.0000,0.05%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 02, 2016",21.4500,21.2380,21.4500,21.1440,-0.26%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Mar 01, 2016",21.5050,21.2380,21.5330,21.1000,0.54%,41.6,17.2,-24.4,74.3,34.9,-1.62
"Feb 29, 2016",21.3905,21.2180,21.4380,21.1000,-0.30%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 26, 2016",21.4550,21.2180,21.5150,21.1240,0.13%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 25, 2016",21.4265,21.2180,21.4550,21.1240,-0.07%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 24, 2016",21.4410,21.2180,21.4600,21.1240,-0.02%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 23, 2016",21.4455,21.1620,21.4550,21.0675,0.07%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 22, 2016",21.4310,21.1620,21.4405,21.0675,0.32%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 19, 2016",21.3620,21.1620,21.4043,21.0009,-0.37%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 18, 2016",21.4405,21.1620,21.4405,21.0675,0.28%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 17, 2016",21.3800,21.1620,21.4255,21.0675,0.16%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 16, 2016",21.3466,21.1620,21.4805,21.0675,-0.26%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 15, 2016",21.4032,21.1620,21.4032,21.0675,0.23%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 12, 2016",21.3550,21.1620,21.4577,21.0675,-0.09%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 11, 2016",21.3750,21.1100,21.4127,21.0675,-0.10%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 10, 2016",21.3966,21.1620,21.5205,21.0675,0.24%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 09, 2016",21.3455,21.1620,21.4577,21.0888,-0.33%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 08, 2016",21.4160,21.1620,21.4372,21.0675,0.19%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 05, 2016",21.3750,21.1620,21.4222,21.0675,-0.16%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 04, 2016",21.4100,21.1620,21.4100,21.0675,0.02%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 03, 2016",21.4055,21.1620,21.4055,21.1387,0.05%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 02, 2016",21.3955,21.1580,21.4187,21.0635,-0.01%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Feb 01, 2016",21.3966,21.1540,21.4658,21.0595,0.15%,18.9,14.3,-4.6,74.3,34.9,-1.62
"Jan 29, 2016",21.3655,21.1420,21.3900,21.0590,-0.05%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 28, 2016",21.3756,21.1420,21.4186,21.0475,0.16%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 27, 2016",21.3406,21.1420,21.3600,21.0475,-0.14%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 26, 2016",21.3705,21.1380,21.4050,20.9919,-0.08%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 25, 2016",21.3866,21.1340,21.4478,21.0395,0.12%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 22, 2016",21.3605,21.1300,21.4566,21.0355,0.09%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 21, 2016",21.3406,21.1260,21.3550,21.0145,0.00%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 20, 2016",21.3406,21.1260,21.3877,21.0315,-0.09%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 19, 2016",21.3605,21.1220,21.3605,21.0105,0.05%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 18, 2016",21.3500,21.1180,21.3500,21.0235,0.33%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 15, 2016",21.2801,21.1140,21.3180,21.0195,0.09%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 14, 2016",21.2611,21.1060,21.3140,21.0115,-0.11%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 13, 2016",21.2836,21.1060,21.3060,21.0115,0.02%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 12, 2016",21.2801,21.1020,21.3011,21.0075,-0.09%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 11, 2016",21.2987,21.0900,21.3199,20.9955,-0.14%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 08, 2016",21.3291,21.0900,21.3503,20.9955,0.02%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 07, 2016",21.3250,21.0900,21.3550,20.9955,-0.12%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 06, 2016",21.3500,21.0900,21.3500,20.9955,-0.02%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 05, 2016",21.3550,21.0860,21.3550,20.9910,0.30%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 04, 2016",21.2906,21.0820,21.3050,20.9910,0.49%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Jan 01, 2016",21.1870,21.0780,21.1870,21.0780,-0.34%,44.8,14.0,-30.8,74.3,34.9,-1.62
"Dec 31, 2015",21.2600,21.0740,21.3280,20.9790,-0.11%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 30, 2015",21.2826,21.0700,21.3037,20.5357,0.15%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 29, 2015",21.2500,21.0620,21.3200,21.0000,0.66%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 28, 2015",21.1113,21.0620,21.3219,20.7573,-0.26%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 25, 2015",21.1670,21.0580,21.1670,21.0580,-0.41%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 24, 2015",21.2550,21.0540,21.3030,20.9590,0.02%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 23, 2015",21.2500,20.8435,21.2600,20.8435,0.00%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 22, 2015",21.2500,21.0500,21.3040,20.9550,0.47%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 21, 2015",21.1508,21.0460,21.2550,20.5357,-0.42%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 18, 2015",21.2406,21.0420,21.3166,20.9300,-0.09%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 17, 2015",21.2600,21.0380,21.3000,20.4341,0.05%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 16, 2015",21.2500,20.1323,21.2550,20.1323,3.48%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 15, 2015",20.5357,21.0300,21.2500,20.2324,-2.36%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 14, 2015",21.0314,21.0260,21.2300,20.5357,-1.05%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 11, 2015",21.2550,20.9860,21.2550,20.8910,1.11%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 10, 2015",21.0215,20.5357,21.1500,20.4711,1.86%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 09, 2015",20.6368,20.9860,21.1860,20.3330,-2.31%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 08, 2015",21.1250,20.9860,21.1860,20.5357,0.85%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 07, 2015",20.9469,20.9860,21.1860,20.6938,0.99%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 04, 2015",20.7421,20.9860,21.1860,20.4378,-0.49%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 03, 2015",20.8442,20.9860,21.1860,20.5394,-0.33%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 02, 2015",20.9135,20.9860,21.1860,20.5394,-0.02%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Dec 01, 2015",20.9185,20.9860,21.1860,20.6133,-0.14%,74.4,12.1,-62.3,64.59,32.1,-1.5
"Nov 30, 2015",20.9469,20.9860,21.1860,20.5586,-0.61%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 27, 2015",21.0750,20.9820,21.1860,20.6821,-0.06%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 26, 2015",21.0870,20.9780,21.1820,20.8830,1.07%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 25, 2015",20.8635,20.9740,21.1780,20.5586,-0.98%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 24, 2015",21.0696,20.9660,21.1740,20.6044,1.76%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 23, 2015",20.7050,20.9660,21.1660,20.4009,-1.50%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 20, 2015",21.0197,20.9620,21.1660,20.6044,0.53%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 19, 2015",20.9095,20.9580,21.1620,20.6044,-0.49%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 18, 2015",21.0125,20.9540,21.1580,20.7068,-0.67%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 17, 2015",21.1550,20.9380,21.1550,20.6568,0.28%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 16, 2015",21.0961,20.9380,21.2000,20.7286,-0.25%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 13, 2015",21.1500,20.9380,21.1500,20.8425,0.00%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 12, 2015",21.1500,20.9380,21.1500,20.8425,0.51%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 11, 2015",21.0425,20.9340,21.1380,20.8385,-0.04%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 10, 2015",21.0500,20.9300,21.1340,20.8345,-0.31%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 09, 2015",21.1160,20.9260,21.1550,20.8098,0.00%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 06, 2015",21.1159,20.9220,21.3261,20.8049,-0.04%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 05, 2015",21.1250,20.9180,21.1571,20.8000,-0.15%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 04, 2015",21.1561,20.9140,21.1561,20.8185,0.01%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 03, 2015",21.1550,20.9100,21.1571,20.8145,0.00%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Nov 02, 2015",21.1550,20.9060,21.1571,20.8025,0.00%,26.9,18.2,-8.7,64.59,32.1,-1.5
"Oct 30, 2015",21.1550,20.9020,21.1550,20.8065,0.02%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 29, 2015",21.1500,20.8980,21.1550,20.8025,0.29%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 28, 2015",21.0890,20.8900,21.1021,20.7945,-0.08%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 27, 2015",21.1050,20.8900,21.1050,20.7924,-0.12%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 26, 2015",21.1300,20.8860,21.1321,20.7905,0.24%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 23, 2015",21.0800,20.8820,21.0860,20.7865,-0.17%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 22, 2015",21.1150,20.8780,21.1321,20.7825,-0.05%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 21, 2015",21.1250,20.8740,21.1321,20.7785,0.19%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 20, 2015",21.0850,20.8000,21.1021,20.7745,0.02%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 19, 2015",21.0800,20.8660,21.0800,20.7700,-0.14%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 16, 2015",21.1090,20.8620,21.1230,20.7660,0.14%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 15, 2015",21.0800,20.8479,21.0800,20.7620,0.00%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 14, 2015",21.0800,20.8540,21.0800,20.7580,0.07%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 13, 2015",21.0650,20.8500,21.0821,20.7580,0.53%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 12, 2015",20.9540,20.8460,21.0500,20.7540,-0.53%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 09, 2015",21.0650,20.8420,21.0671,20.7460,0.07%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 08, 2015",21.0500,20.8300,21.0800,20.7420,0.44%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 07, 2015",20.9568,20.8340,21.0600,20.6514,-0.09%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 06, 2015",20.9751,20.8279,21.0500,20.7209,-0.38%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 05, 2015",21.0550,20.8260,21.0550,20.7300,0.21%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 02, 2015",21.0100,20.6138,21.0600,20.6138,0.27%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Oct 01, 2015",20.9530,20.8180,21.1691,20.6138,-0.63%,203.7,20.2,-183.5,64.59,32.1,-1.5
"Sep 30, 2015",21.0850,20.8140,21.0850,20.5196,0.26%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 29, 2015",21.0300,20.8100,21.0300,20.7140,-0.15%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 28, 2015",21.0611,20.8100,21.0611,20.7140,0.55%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 25, 2015",20.9450,20.8060,21.0300,20.6217,-0.40%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 24, 2015",21.0300,20.8060,21.0400,20.6751,-0.12%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 23, 2015",21.0561,20.8020,21.0561,20.7000,0.12%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 22, 2015",21.0311,20.7980,21.0400,20.7000,0.32%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 21, 2015",20.9635,20.7940,21.0321,20.6980,-0.20%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 18, 2015",21.0050,20.7900,21.0950,20.6200,0.28%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 17, 2015",20.9456,20.7860,20.9617,20.6200,-0.35%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 16, 2015",21.0200,20.7820,21.0300,20.6200,0.33%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 15, 2015",20.9500,20.6616,21.0071,20.6200,0.42%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 14, 2015",20.8616,20.7740,21.0250,20.6200,-0.78%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 11, 2015",21.0250,20.7979,21.0250,20.6690,-0.12%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 10, 2015",21.0500,20.8229,21.0750,20.6690,0.19%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 09, 2015",21.0100,20.7620,21.0100,20.6655,-0.07%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 08, 2015",21.0250,20.7580,21.0521,20.6615,-0.12%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 07, 2015",21.0500,20.7540,21.0500,20.6575,0.92%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 04, 2015",20.8575,20.7500,20.9540,20.6535,0.02%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 03, 2015",20.8535,20.7460,20.9500,20.6535,0.02%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 02, 2015",20.8495,20.7420,20.9460,20.6495,0.02%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Sep 01, 2015",20.8455,20.7380,20.9420,20.6415,0.02%,191.6,27.1,-164.5,64.59,32.1,-1.5
"Aug 31, 2015",20.8415,20.7340,20.9380,20.6375,0.02%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 28, 2015",20.8375,20.6314,20.9340,20.6314,0.02%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 27, 2015",20.8335,20.7220,20.9321,20.6255,-0.32%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 26, 2015",20.9000,20.7220,20.9220,20.6255,0.00%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 25, 2015",20.9000,20.7180,20.9220,20.6215,0.00%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 24, 2015",20.9000,20.7140,20.9180,20.6175,0.40%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 21, 2015",20.8175,20.7100,20.9161,20.6135,-0.39%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 20, 2015",20.9000,20.7060,20.9100,20.6095,0.00%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 19, 2015",20.9000,20.7020,20.9060,20.6055,0.00%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 18, 2015",20.9000,20.6980,20.9020,20.6015,0.00%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 17, 2015",20.9000,20.6940,20.9000,20.5975,-0.26%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 14, 2015",20.9550,20.6300,20.9550,20.5935,0.26%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 13, 2015",20.9000,20.6860,20.9000,20.5895,-0.01%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 12, 2015",20.9011,20.6820,20.9250,20.5855,-0.14%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 11, 2015",20.9300,20.6780,20.9321,20.5815,0.14%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 10, 2015",20.9000,20.6740,20.9000,20.5775,-0.15%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 07, 2015",20.9311,20.6700,20.9311,20.5730,0.15%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 06, 2015",20.9000,20.6660,20.9682,20.5690,-0.19%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 05, 2015",20.9400,20.7000,21.0021,20.5650,-0.12%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 04, 2015",20.9661,20.6580,20.9682,20.5610,0.44%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Aug 03, 2015",20.8750,20.6540,20.9500,20.5500,-0.50%,34.7,34.5,-0.2,64.59,32.1,-1.5
"Jul 31, 2015",20.9800,20.6500,20.9800,20.6079,0.31%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 30, 2015",20.9150,20.6460,20.9350,20.5100,0.44%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 29, 2015",20.8230,20.6420,20.8460,20.4700,0.02%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 28, 2015",20.8190,20.6380,20.8420,20.4500,0.00%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 27, 2015",20.8200,20.6340,20.9700,20.4100,0.19%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 24, 2015",20.7800,20.6200,20.8800,20.4100,-0.10%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 23, 2015",20.8000,20.6239,20.8700,20.4100,0.14%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 22, 2015",20.7700,20.6100,20.9050,20.4100,0.00%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 21, 2015",20.7700,20.6180,20.8600,20.5210,0.00%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 20, 2015",20.7700,20.6140,20.9700,20.5210,-0.15%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 17, 2015",20.8017,20.6119,20.8498,20.4100,0.09%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 16, 2015",20.7831,20.6100,20.8600,20.5130,0.11%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 15, 2015",20.7600,20.6100,20.8500,20.4100,0.48%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 14, 2015",20.6600,20.6020,20.9600,20.4100,0.00%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 13, 2015",20.6600,20.5980,20.8600,20.4100,0.00%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 10, 2015",20.6600,20.5940,20.8100,20.4100,-0.35%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 09, 2015",20.7320,20.5900,20.8500,20.4100,-0.18%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 08, 2015",20.7700,20.5860,20.8400,20.4100,0.53%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 07, 2015",20.6600,20.5820,20.8400,20.4100,-0.05%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 06, 2015",20.6700,20.5780,21.0200,20.4100,0.05%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 03, 2015",20.6600,20.5740,20.8400,20.3900,-0.05%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 02, 2015",20.6700,20.5879,20.9200,20.3900,-0.34%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jul 01, 2015",20.7400,20.5660,20.8300,20.4500,-0.07%,63.0,30.1,-32.9,64.59,32.1,-1.5
"Jun 30, 2015",20.7540,20.5620,20.8400,20.3700,-0.10%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 29, 2015",20.7750,20.5580,21.2521,20.4645,0.13%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 26, 2015",20.7490,20.5460,20.8300,20.3700,0.04%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 25, 2015",20.7400,20.5500,20.8300,20.4485,-0.02%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 24, 2015",20.7450,20.5460,20.7800,20.4100,0.10%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 23, 2015",20.7245,20.5420,20.7800,20.4100,-0.04%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 22, 2015",20.7318,20.5380,20.7800,20.4100,0.01%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 19, 2015",20.7300,20.5340,20.8200,20.3700,0.00%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 18, 2015",20.7300,20.5700,20.8200,20.3700,0.05%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 17, 2015",20.7200,20.5700,20.8100,20.3500,0.00%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 16, 2015",20.7200,20.5220,20.8100,20.4000,0.31%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 15, 2015",20.6550,20.5170,20.8200,20.4000,-0.41%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 12, 2015",20.7400,20.5130,20.8600,20.3700,0.10%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 11, 2015",20.7200,20.5100,20.8100,20.4000,0.05%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 10, 2015",20.7100,20.5300,20.8000,20.3500,0.07%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 09, 2015",20.6950,20.5700,20.7700,20.4000,0.07%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 08, 2015",20.6800,20.4980,20.6900,20.4000,-0.48%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 05, 2015",20.7800,20.4940,20.8900,20.3965,0.00%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 04, 2015",20.7800,20.4900,20.8440,20.4100,0.02%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 03, 2015",20.7750,20.4860,20.8750,20.4000,0.92%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 02, 2015",20.5850,20.4780,20.7710,20.3000,0.02%,232.1,62.2,-169.9,64.59,32.1,-1.5
"Jun 01, 2015",20.5800,20.4780,20.7480,20.3000,0.00%,232.1,62.2,-169.9,64.59,32.1,-1.5
"May 29, 2015",20.5800,20.4740,20.7280,20.3300,0.10%,382.5,22.0,-360.5,64.59,32.1,-1.5
